,tweetid,tweet,lan_tag,ftid,sentiment
770,1130860239509569536,@rssurjewala Anti -national just can't say pseudo nationalist All Dalali khane ki aadat aur ab dalali nahi milrahi hai,@\O rssurjewala\Hin Anti\Eng -\O national\Eng just\Eng can't\Hin say\Eng pseudo\Eng nationalist\Eng All\Eng Dalali\Hin khane\Hin ki\Hin aadat\Hin aur\Hin ab\Hin dalali\Hin nahi\Hin milrahi\Hin hai\Hin ,3726,positive
771,1134501860818079744,RT @reliancejio Ladka ladki hai raazi 3 din mein hogi inki shaadi… Call all your friends. Pop some corn. And watch this epic ‘live-in’ t…,RT\Eng @\O reliancejio\Eng Ladka\Hin ladki\Hin hai\Hin raazi\Hin 3\O din\Hin mein\Hin hogi\Hin inki\Hin shaadi\Hin …\O Call\Hin all\Eng your\Eng friends\Eng .\O Pop\Eng some\Eng corn\Eng .\O And\Hin watch\Eng this\Eng epic\Eng ‘\O live-in\Eng ’\O t\Eng …\O ,3727,positive
772,1134001757506269185,India waalo taiyaar ho jao Party ke liye. Kiuki india world cup jeet rahi hai. Sutron ke hawaale se khabar aai h… https//t.co/PwBR2VOQ3S,India\Hin waalo\Hin taiyaar\Hin ho\Hin jao\Hin Party\Hin ke\Hin liye\Hin .\O Kiuki\Eng india\Eng world\Eng cup\Hin jeet\Hin rahi\Hin hai\Hin .\O Sutron\Hin ke\Hin hawaale\Hin se\Hin khabar\Hin aai\Hin h\Hin …\O https\Eng //\O t\Eng .\O co\Eng /\O PwBR2VOQ3S\Eng ,3730,positive
773,1134596316732899328,RT @LiesOfBJP @vikasbha Ch. Vikas Bhaduria apni naukri mereko dilade. Kam se kam mujhr fake or Genuine News ka Antar to pata hai. https/…,RT\Eng @\O LiesOfBJP\Eng @\O vikasbha\Hin Ch\Hin .\O Vikas\Eng Bhaduria\Hin apni\Hin naukri\Hin mereko\Hin dilade\Hin .\O Kam\Hin se\Hin kam\Hin mujhr\Hin fake\Hin or\Eng Genuine\Eng News\Eng ka\Hin Antar\Hin to\Hin pata\Hin hai\Hin .\O https\Eng /…\O ,3741,negative
774,1134331895154728960,@DashSujit @OpIndia_com Narendra Modi naam rakhna ganga jamuna tahzeeb hai chutiye? Dangaiyon par apne bache ka naa… https//t.co/63YRv6Ruo4,@\O DashSujit\Hin @\O OpIndia\Eng _\O com\Eng Narendra\Eng Modi\Hin naam\Hin rakhna\Hin ganga\Hin jamuna\Hin tahzeeb\Hin hai\Hin chutiye\Hin ?\O Dangaiyon\Hin par\Hin apne\Hin bache\Hin ka\Hin naa\Hin …\O https\Eng //\O t\Eng .\O co\Eng /\O 63YRv6Ruo4\Eng ,3745,positive
775,1134884831798501376,RT @Maitreyeechakr5 Modi ji isey apki sahara chahiye https//t.co/LWqiVjV027,RT\Eng @\O Maitreyeechakr5\Eng Modi\Eng ji\Hin isey\Hin apki\Hin sahara\Hin chahiye\Hin https\Eng //\O t\Eng .\O co\Eng /\O LWqiVjV027\Eng ,3751,negative
776,1135280530122039302,@mystique_Elf Exactly 👏🏻👏🏻Kiya krin...bs naam k musalman h... Dosron pr tanqeed k ilawa r koi kaam ni,@\O mystique\Eng _\O Elf\Eng Exactly\Eng 👏🏻👏🏻\O Kiya\Hin krin\Hin ...\O bs\Hin naam\Hin k\Hin musalman\Hin h\Hin ...\O Dosron\Hin pr\Hin tanqeed\Eng k\Hin ilawa\Hin r\Hin koi\Hin kaam\Hin ni\Hin ,3753,neutral
777,1134134491314712578,Yahi kaam agar Muslim logon ke kisi group ne kiya hota to ab tk Terrorism ke charges ke under arrest kr liye gaye h… https//t    co/1pHi340ck5,Yahi\Hin kaam\Hin agar\Hin Muslim\Hin logon\Hin ke\Hin kisi\Hin group\Hin ne\Hin kiya\Hin hota\Hin to\Hin ab\Hin tk\Eng Terrorism\Eng ke\Eng charges\Eng ke\Hin under\Eng arrest\Eng kr\Hin liye\Hin gaye\Hin h\Eng …\O https\Eng //\O t\Eng co\Eng /\O 1pHi340ck5\Eng ,3755,neutral
778,1134476355918323713,RT @karachikhatmal Jo bhi hai there is literally no team in sports like this one. You prepare for disappointment and think you're being sm…,RT\Hin @\O karachikhatmal\Hin Jo\Hin bhi\Hin hai\Hin there\Hin is\Eng literally\Eng no\Eng team\Eng in\Eng sports\Eng like\Eng this\Eng one\Eng .\O You\Eng prepare\Eng for\Eng disappointment\Eng and\Eng think\Eng you're\Eng being\Eng sm\Eng …\O ,3760,neutral
779,1134996097276022784,@Berozgar_vets @jam_kamal In Jam kamal's this great initiative we are much obliged and hopeful. We believe in this… https//t.co/zwsQjUjoAE,@\O Berozgar\Hin _\O vets\Eng @\O jam\Eng _\O kamal\Hin In\Hin Jam\Eng kamal's\Eng this\Eng great\Eng initiative\Eng we\Eng are\Eng much\Eng obliged\Eng and\Eng hopeful\Eng .\O We\Eng believe\Eng in\Eng this\Eng …\O https\Eng //\O t\Eng .\O co\Hin /\O zwsQjUjoAE\Hin ,3761,positive
780,1134609674743963648,Mas excited pako makuha yung skin kesa pasukan hahahaha,Mas\Eng excited\Eng pako\Hin makuha\Hin yung\Eng skin\Eng kesa\Hin pasukan\Hin hahahaha\Hin ,3765,neutral
781,1130858906270351361,RT @faisalmushtaque So we shot down our own chopper killing our own men Sadly it is more than a blunder 😡 https//t    co/duGlhShD1G,RT\Eng @\O faisalmushtaque\Hin So\Hin we\Eng shot\Eng down\Eng our\Eng own\Eng chopper\Eng killing\Eng our\Eng own\Eng men\Eng Sadly\Eng it\Eng is\Eng more\Eng than\Eng a\Eng blunder\Eng 😡\EMT https\Eng //\O t\Eng co\Hin /\O duGlhShD1G\Hin ,3766,neutral
782,1134837965731926016,@SuparHero8 @Badansi59019507 @khan09815 @KPadmaRani1 @Sahidughradar Chal jhutey tu v majak bahut karta hai.. Koi s… https//t.co/DGgd4K48Tx,@\O SuparHero8\Eng @\O Badansi59019507\Eng @\O khan09815\Eng @\O KPadmaRani1\Eng @\O Sahidughradar\Hin Chal\Hin jhutey\Hin tu\Hin v\Hin majak\Hin bahut\Hin karta\Hin hai\Hin ..\O Koi\Hin s\Eng …\O https\Eng //\O t\Eng .\O co\Eng /\O DGgd4K48Tx\Eng ,3771,neutral
783,1134873899009626112,Sadiyon se tujhse milne jiya beqaraar tha Jiya beqaraar tha aaj bhi hai Aur kal bhi rahega Yeh mast bahaar tumh… https//t.co/JA19gMgnX2,Sadiyon\Hin se\Hin tujhse\Hin milne\Hin jiya\Hin beqaraar\Hin tha\Hin Jiya\Hin beqaraar\Hin tha\Hin aaj\Hin bhi\Hin hai\Hin Aur\Hin kal\Hin bhi\Hin rahega\Hin Yeh\Hin mast\Hin bahaar\Hin tumh\Hin …\O https\Eng //\O t\Eng .\O co\Eng /\O JA19gMgnX2\Eng ,3774,neutral
784,1133461797430865920,Happy birthday to you bhaiyaa hamesha Salamat rhy 🌸 khush rhy 🌸 Abad rhy apke Zindagi khushiyo s bhar Jai Ameen Sum… https//t    co/SSMEKITn0D,Happy\Hin birthday\Hin to\Eng you\Hin bhaiyaa\Hin hamesha\Hin Salamat\Hin rhy\Hin 🌸\O khush\Hin rhy\Hin 🌸\O Abad\Hin rhy\Hin apke\Hin Zindagi\Hin khushiyo\Hin s\Hin bhar\Hin Jai\Hin Ameen\Hin Sum\Hin …\O https\Eng //\O t\Eng co\Hin /\O SSMEKITn0D\Eng ,3785,neutral
785,1134879360945549312,@bprerna Jai shri krishna Jai shri ram Ye desh hamara ghar hi hai. Ghar me bol rahe hain gali me bolenge koi d… https//t.co/O85TpK5Dqr,@\O bprerna\Hin Jai\Hin shri\Hin krishna\Hin Jai\Hin shri\Hin ram\Hin Ye\Hin desh\Hin hamara\Hin ghar\Hin hi\Hin hai\Hin .\O Ghar\Hin me\Hin bol\Hin rahe\Hin hain\Hin gali\Hin me\Hin bolenge\Hin koi\Hin d\Eng …\O https\Eng //\O t\Eng .\O co\Eng /\O O85TpK5Dqr\Eng ,3792,negative
786,1133274255041286144,@GautamGambhir @Javedakhtarjadu @RakeyshOmMehra Sir jab apko esa he bolna tha to aap congress join krte Jay shri RA… https//t    co/me203wRMPR,@\O GautamGambhir\Hin @\O Javedakhtarjadu\Hin @\O RakeyshOmMehra\Hin Sir\Hin jab\Hin apko\Hin esa\Hin he\Hin bolna\Hin tha\Hin to\Hin aap\Hin congress\Eng join\Eng krte\Hin Jay\Hin shri\Hin RA\Hin …\O https\Eng //\O t\Eng co\Eng /\O me203wRMPR\Eng ,3796,neutral
787,1134855604110090242,UP me BJP ke aane vale Vidhansabha chunav me harne ke 3 mukhya karan honge 1.OBC ko scholarship nahi dena 2.Vyapar… https//t.co/KWfINN5vR3,UP\Hin me\Eng BJP\Eng ke\Hin aane\Hin vale\Hin Vidhansabha\Hin chunav\Hin me\Hin harne\Hin ke\Hin 3\O mukhya\Hin karan\Hin honge\Hin 1\O .\O OBC\Hin ko\Eng scholarship\Eng nahi\Hin dena\Hin 2\O .\O Vyapar\Hin …\O https\Eng //\O t\Eng .\O co\Hin /\O KWfINN5vR3\Hin ,3807,neutral
788,1130863257906900994,Congratulations💥 #SHADAA TRAILER ON TRENDING😍 @diljitdosanjh @neerubajwa Tu c chaa gye fir to😍 Dil khush krta hmesh… https//tco/lHv5hJgv6U,Congratulations\Eng 💥\O #\O SHADAA\Hin TRAILER\Hin ON\Hin TRENDING\Hin 😍\EMT @\O diljitdosanjh\Hin @\O neerubajwa\Hin Tu\Hin c\Hin chaa\Hin gye\Hin fir\Hin to\Hin 😍\EMT Dil\Hin khush\Hin krta\Hin hmesh\Eng …\O https\Eng //\O tco\Eng /\O lHv5hJgv6U\Eng ,3809,neutral
789,1133215247316201472,RT @mr_ali_jan Me Sir I was waiting for you since morning @OfficialDGISPR  Beta yeh ap loggon ka payar hai 🙈 ap pehly btaty me jaldi aa…,RT\Eng @\O mr\Hin _\O ali\Hin _\O jan\Hin Me\Hin Sir\Hin I\Eng was\Eng waiting\Eng for\Hin you\Eng since\Eng morning\Eng @\O OfficialDGISPR\Eng Beta\Eng yeh\Hin ap\Hin loggon\Hin ka\Hin payar\Hin hai\Hin 🙈\O ap\Eng pehly\Eng btaty\Hin me\Hin jaldi\Hin aa\Hin …\O ,3824,positive
790,1133623232760696834,@bombaytimes Yar kon hai ye Kitne gaane gaaye isne Bc media anti salman news jaroor bata dega chahe koi bhi bol de    … https//t    co/kNv1deyy9j,@\O bombaytimes\Eng Yar\Eng kon\Hin hai\Hin ye\Hin Kitne\Hin gaane\Hin gaaye\Hin isne\Hin Bc\Hin media\Eng anti\Eng salman\Eng news\Eng jaroor\Hin bata\Hin dega\Hin chahe\Hin koi\Hin bhi\Hin bol\Hin de\Eng …\O https\Eng //\O t\Eng co\Hin /\O kNv1deyy9j\Eng ,3825,positive
791,1134541364929024000,#mamatafrustrated Anirban is not the Thekedar of Bengalis and likes of him are not the owners of Bengal. So he shou… https//t.co/KCQ53lnG94,#\O mamatafrustrated\Eng Anirban\Eng is\Eng not\Eng the\Hin Thekedar\Hin of\Eng Bengalis\Eng and\Eng likes\Eng of\Eng him\Eng are\Eng not\Eng the\Eng owners\Eng of\Eng Bengal\Eng .\O So\Hin he\Eng shou\Eng …\O https\Eng //\O t\Eng .\O co\Eng /\O KCQ53lnG94\Eng ,3826,positive
792,1130872436277293056,RT @Saimakhan7777 Just 8 days leftin??? Shah gee birthday😍😍😍😍 Mazzzzyyyyy Bhai happy birthday in advance❤️ @iqrarulhassan Khush…,RT\Eng @\O Saimakhan7777\Eng Just\Eng 8\O days\Eng leftin\Eng ???\O Shah\Hin gee\Hin birthday\Hin 😍😍😍😍\O Mazzzzyyyyy\Hin Bhai\Hin happy\Hin birthday\Hin in\Eng advance\Eng ❤️\O @\O iqrarulhassan\Hin Khush\Hin …\O ,3827,negative
793,1133599390604681216,@Qalaei Very Good job             Allah apko sehat dy r dosry logo ki madad krny ki himat dy,@\O Qalaei\Hin Very\Hin Good\Eng job\Eng Allah\Hin apko\Hin sehat\Hin dy\Hin r\Hin dosry\Eng logo\Hin ki\Hin madad\Hin krny\Hin ki\Hin himat\Hin dy\Eng ,3837,positive
794,1135165776648843264,Modi or amit shah ki jodi se tum desh ko bcha nahi sake ....Troli ke driver se itni baftamiji jar rahe ho ... https//t.co/ofTf3Ttrvc,Modi\Hin or\Eng amit\Hin shah\Hin ki\Hin jodi\Hin se\Hin tum\Hin desh\Hin ko\Hin bcha\Hin nahi\Hin sake\Hin ....\O Troli\Hin ke\Eng driver\Eng se\Hin itni\Hin baftamiji\Hin jar\Hin rahe\Hin ho\Hin ...\O https\Eng //\O t\Eng .\O co\Eng /\O ofTf3Ttrvc\Eng ,3844,neutral
795,1134904945252216833,@tora_cyrrell HAHAHA this is so me,@\O tora\Eng _\O cyrrell\Eng HAHAHA\Hin this\Hin is\Eng so\Eng me\Hin ,3846,positive
796,1135049561658068992,@iraoumairrajput arreh... itha sugharrr 😌😁 ab tw zrur dhundonga m ✌ phr parents ki meeting hogi or band baja bjy ga😌✌,@\O iraoumairrajput\Eng arreh\Eng ...\O itha\Hin sugharrr\Hin 😌😁\O ab\Hin tw\Hin zrur\Hin dhundonga\Hin m\Hin ✌\O phr\Eng parents\Eng ki\Eng meeting\Hin hogi\Hin or\Hin band\Hin baja\Hin bjy\Hin ga\Hin 😌✌\O ,3849,neutral
797,1134412183599583233,@ImSarojSingh @msisodia @ArvindKejriwal @AtishiAAP @SanjayAzadSln @arunodayprakash Such a lier... you are saying 74… https//t.co/9oqbPnrdSj,@\O ImSarojSingh\Eng @\O msisodia\Eng @\O ArvindKejriwal\Hin @\O AtishiAAP\Hin @\O SanjayAzadSln\Eng @\O arunodayprakash\Eng Such\Eng a\Eng lier\Eng ...\O you\Eng are\Eng saying\Eng 74…\O https\Eng //\O t\Eng .\O co\Hin /\O 9oqbPnrdSj\Hin ,3851,negative
798,1134521320421519360,@JhaSanjay Aacha hua marr gaya. Tere hi party wale sadak par gau hatya kar rahe the tab toh bahut dinge mar raha th… https//t.co/QF0jKIu6SH,@\O JhaSanjay\Hin Aacha\Hin hua\Hin marr\Hin gaya\Hin .\O Tere\Hin hi\Hin party\Eng wale\Hin sadak\Hin par\Hin gau\Hin hatya\Hin kar\Hin rahe\Hin the\Hin tab\Hin toh\Hin bahut\Hin dinge\Hin mar\Hin raha\Hin th\Hin …\O https\Eng //\O t\Eng .\O co\Eng /\O QF0jKIu6SH\Eng ,3857,positive
799,1134038238954287107,Ham sab aaj bahut khus hai aaj pm narendra modi ji dusari bar pm ka sapath lege ve apane imandari or bahumukhi vika… https//t.co/nJpvgVyp5V,Ham\Hin sab\Hin aaj\Hin bahut\Hin khus\Hin hai\Hin aaj\Hin pm\Hin narendra\Hin modi\Hin ji\Hin dusari\Hin bar\Hin pm\Eng ka\Hin sapath\Hin lege\Eng ve\Hin apane\Hin imandari\Hin or\Hin bahumukhi\Hin vika\Hin …\O https\Eng //\O t\Eng .\O co\Eng /\O nJpvgVyp5V\Eng ,3859,positive
800,1133771103615086592,Bahar nikalna padega sadkon per uterna padega Jai hind jai bharat https//t.co/QuhfY64yek,Bahar\Hin nikalna\Hin padega\Hin sadkon\Hin per\Hin uterna\Hin padega\Hin Jai\Hin hind\Hin jai\Hin bharat\Hin https\Eng //\O t\Eng .\O co\Eng /\O QuhfY64yek\Eng ,3860,neutral
801,1134423836840136705,@TarekFatah MADAR CHODE  DAGGAR DALLE  jab teri maa ke yarun ne ARMY CAP pehni thee tab tere munh kisi SUWAR ne DA… https//t.co/q4MOKm1UFl,@\O TarekFatah\Hin MADAR\Hin CHODE\Hin DAGGAR\Hin DALLE\Hin jab\Hin teri\Hin maa\Hin ke\Hin yarun\Hin ne\Hin ARMY\Hin CAP\Hin pehni\Hin thee\Hin tab\Hin tere\Hin munh\Hin kisi\Hin SUWAR\Hin ne\Hin DA\Hin …\O https\Eng //\O t\Eng .\O co\Eng /\O q4MOKm1UFl\Eng ,3861,negative
802,1134142271610376192,@Ghummans Abi american decide karay ha pakistan mai kya hona hai kya nahi                 Demagh kharab hai ye plastic journos… https//t    co/TOHjj1w94T,@\O Ghummans\Hin Abi\Hin american\Eng decide\Eng karay\Hin ha\Hin pakistan\Hin mai\Hin kya\Hin hona\Hin hai\Hin kya\Hin nahi\Hin Demagh\Hin kharab\Hin hai\Hin ye\Hin plastic\Eng journos\Eng …\O https\Eng //\O t\Eng co\Eng /\O TOHjj1w94T\Eng ,3866,neutral
803,1134050539908370432,RT @SPSINGH77735062 Meri advice hai Cong ko Ek Poltikal Vastushastri hone ke nate Bus apna symbol correct kar lo Life brain n heart l…,RT\Eng @\O SPSINGH77735062\Eng Meri\Eng advice\Eng hai\Hin Cong\Hin ko\Hin Ek\Hin Poltikal\Hin Vastushastri\Hin hone\Hin ke\Hin nate\Hin Bus\Hin apna\Hin symbol\Eng correct\Eng kar\Hin lo\Hin Life\Hin brain\Eng n\Eng heart\Eng l\Eng …\O ,3869,positive
804,1134872609831579648,If I call ya bhai/bhenbruh/bajibro/sis then I love u and u r actually special to me 💕💞,If\Eng I\Eng call\Eng ya\Eng bhai\Hin /\O bhenbruh\Hin /\O bajibro\Hin /\O sis\Eng then\Eng I\Hin love\Hin u\Eng and\Eng u\Hin r\Eng actually\Eng special\Eng to\Eng me\Hin 💕💞\O ,3870,positive
805,1133712363994009600,@sayantansunnyg I can empathize with you for watching Yaadein!!,@\O sayantansunnyg\Hin I\Eng can\Eng empathize\Eng with\Eng you\Hin for\Eng watching\Eng Yaadein\Hin !!\O ,3878,neutral
806,1134497287630184448,Dil ateştir biraz suyla söndürülmesi mümkündür Tırnaklarını aşındıran çözemediğin bu kör düğümdür |vesselam,Dil\Hin ate\Hin ş\O tir\Hin biraz\Hin suyla\Hin s\Hin ö\O nd\Hin ü\O r\Hin ü\O lmesi\Hin m\Hin ü\O mk\Hin ü\O nd\Hin ü\O r\Hin T\Eng ı\O rnaklar\Eng ı\O n\Hin ı\O a\Eng şı\O nd\Eng ı\O ran\Eng çö\O zemedi\Eng ğ\O in\Eng bu\Hin k\Hin ö\O r\Hin d\Eng üğü\O md\Eng ü\O r\Eng |\O vesselam\Eng ,3882,neutral
807,1134876313846800385,@Faixaltariq In se Achay to Angrezz hn Well Played Boys Kehte rhy !!! Aur Yeh Laan'ti Upna Baghairat pana Show kar re !!!,@\O Faixaltariq\Eng In\Hin se\Hin Achay\Hin to\Hin Angrezz\Hin hn\Hin Well\Eng Played\Eng Boys\Eng Kehte\Hin rhy\Hin !!!\O Aur\Hin Yeh\Hin Laan'ti\Hin Upna\Hin Baghairat\Hin pana\Hin Show\Hin kar\Hin re\Hin !!!\O ,3889,neutral
808,1134514272258707456,@ZeeNews Jo party desh k logo k sath h nahi khadi rehti unhe bhala kon vote dega,@\O ZeeNews\Eng Jo\Eng party\Hin desh\Hin k\Hin logo\Eng k\Hin sath\Hin h\Hin nahi\Hin khadi\Hin rehti\Hin unhe\Hin bhala\Hin kon\Hin vote\Eng dega\Hin ,3903,neutral
809,1134001617303265280,Finally our Devi Ahilya Bai Holkar Airport became first International Airport of Madhya Pradesh     It always seems im… https//t    co/BcxIqfnWJ6,Finally\Eng our\Eng Devi\Hin Ahilya\Hin Bai\Hin Holkar\Eng Airport\Eng became\Eng first\Eng International\Eng Airport\Eng of\Eng Madhya\Eng Pradesh\Eng It\Eng always\Eng seems\Eng im\Eng …\O https\Eng //\O t\Eng co\Hin /\O BcxIqfnWJ6\Eng ,3904,negative
810,1133998407956275200,@sardanarohit Congress vale bjp ne joint hote to e tale ko e nai dikhta Kya Chala modi Godi media ka chamcha,@\O sardanarohit\Eng Congress\Eng vale\Eng bjp\Hin ne\Hin joint\Hin hote\Hin to\Eng e\Hin tale\Hin ko\Hin e\Hin nai\Hin dikhta\Hin Kya\Hin Chala\Hin modi\Hin Godi\Hin media\Hin ka\Hin chamcha\Hin ,3909,negative
811,1134126611639328768,@ianuragthakur Congratulations bhai G Abb hoga bhart Orr H     P      Ka development @PayalDhiman13   Mubarak g  apko bhuat bhuat,@\O ianuragthakur\Eng Congratulations\Eng bhai\Hin G\Hin Abb\Hin hoga\Hin bhart\Hin Orr\Hin H\Eng P\Hin Ka\Eng development\Eng @\O PayalDhiman13\Eng Mubarak\Eng g\Hin apko\Hin bhuat\Hin bhuat\Hin ,3916,positive
812,1134871820677668867,@iamtanveermir @FatimahLove92 Nahin Lekan taray jaise bewaqoof fans hain so jeer May hi surf saath dayte hain team ka !!!,@\O iamtanveermir\Eng @\O FatimahLove92\Hin Nahin\Hin Lekan\Hin taray\Hin jaise\Hin bewaqoof\Hin fans\Eng hain\Hin so\Hin jeer\Hin May\Eng hi\Eng surf\Eng saath\Hin dayte\Hin hain\Hin team\Hin ka\Hin !!!\O ,3939,neutral
813,1132848855081467905,RT @MBalde96 @umanafs Ai Mallam ba'azoga Me zaka karanta a sallahn ba. Wallahi wasun idan suna maka Alwala ko Sujuda ko Ruku'i. La hawala…,RT\Eng @\O MBalde96\Eng @\O umanafs\Hin Ai\Hin Mallam\Eng ba'azoga\Eng Me\Eng zaka\Hin karanta\Hin a\Hin sallahn\Eng ba\Hin .\O Wallahi\Eng wasun\Hin idan\Hin suna\Hin maka\Hin Alwala\Hin ko\Hin Sujuda\Hin ko\Hin Ruku'i\Eng .\O La\Hin hawala\Hin …\O ,3941,positive
814,1134843199866978305,@KhattakMj @_Jo_khan Yeh PTM wale saare hote he lofar aur badmash hn universties me chars aur larrai aur attan aur bus. Parthe koi nahi 😂,@\O KhattakMj\Hin @_\O Jo\Hin _\O khan\Hin Yeh\Hin PTM\Eng wale\Hin saare\Hin hote\Hin he\Eng lofar\Hin aur\Hin badmash\Hin hn\Eng universties\Eng me\Eng chars\Hin aur\Hin larrai\Hin aur\Hin attan\Hin aur\Hin bus\Hin .\O Parthe\Hin koi\Hin nahi\Hin 😂\O ,3946,neutral
815,1133726609414938624,@ZeeNewsHindi @ArvindKejriwal @AamAadmiParty Public ko bevkoof samajh kar Balakot ka saboot nahi hai samjhane ki ko… https//t.co/C91LEseFcy,@\O ZeeNewsHindi\Hin @\O ArvindKejriwal\Hin @\O AamAadmiParty\Hin Public\Hin ko\Hin bevkoof\Hin samajh\Hin kar\Hin Balakot\Eng ka\Eng saboot\Hin nahi\Hin hai\Hin samjhane\Hin ki\Hin ko\Eng …\O https\Eng //\O t\Eng .\O co\Eng /\O C91LEseFcy\Eng ,3948,positive
816,1134002973376253953,@Notorious_123 @believeinyousf @EkAbhijeet Tu tention lena chod de akki ki Tu aone hakle ki tention le jiska carrier ktm ho chuka h😂,@\O Notorious\Eng _\O 123\O @\O believeinyousf\Eng @\O EkAbhijeet\Hin Tu\Hin tention\Hin lena\Hin chod\Hin de\Hin akki\Hin ki\Hin Tu\Hin aone\Hin hakle\Hin ki\Hin tention\Eng le\Hin jiska\Hin carrier\Eng ktm\Hin ho\Hin chuka\Hin h\Hin 😂\O ,3952,negative
817,1133321453116387328,Jai sri ram Jai ganga maiya Jai bajrangbali https//t    co/8H5k4LuAm7,Jai\Hin sri\Hin ram\Hin Jai\Hin ganga\Hin maiya\Hin Jai\Hin bajrangbali\Hin https\Eng //\O t\Eng co\Eng /\O 8H5k4LuAm7\Eng ,3955,neutral
818,1134902654340124676,42- Hiii omg I miss you so much! You are one of my very best friends and I wouldn’t trade that for the world! You a… https//t.co/d0xREwaQfN,42-\O Hiii\Hin omg\Hin I\Hin miss\Hin you\Hin so\Eng much\Hin !\O You\Hin are\Eng one\Eng of\Eng my\Eng very\Eng best\Eng friends\Eng and\Eng I\Eng wouldn\Eng ’\O t\Eng trade\Eng that\Eng for\Eng the\Eng world\Eng !\O You\Eng a\Eng …\O https\Eng //\O t\Eng .\O co\Hin /\O d0xREwaQfN\Hin ,3962,positive
819,1134563612171866113,DilSe ❤️💙 “GOLDEN HITS” Mon-Fri 10am-1am 🎞 Don’t miss this wonderful #bollywood musical journey of the 6️⃣0️⃣’s… https//t.co/YzonxYbZDF,DilSe\Hin ❤️💙\O “\O GOLDEN\Hin HITS\Hin ”\O Mon-Fri\Eng 10am-1am\Eng 🎞\O Don\Eng ’\O t\Eng miss\Eng this\Hin wonderful\Hin #\O bollywood\Hin musical\Eng journey\Eng of\Eng the\Eng 6\O ️⃣\O 0\O ️⃣’\O s\Eng …\O https\Eng //\O t\Eng .\O co\Eng /\O YzonxYbZDF\Eng ,3963,neutral
820,1135215378420756483,@d_SHADOWofDEATH @igot10on10 Chal Saale Lund Fakeer Ke ! Dimag Mat Khaa  Aur Doctor Se Check Krva Pishwaade Mai Ka… https//t.co/5Ozo3n9CdA,@\O d\Hin _\O SHADOWofDEATH\Eng @\O igot10on10\Eng Chal\Eng Saale\Hin Lund\Eng Fakeer\Hin Ke\Hin !\O Dimag\Hin Mat\Hin Khaa\Hin Aur\Hin Doctor\Hin Se\Hin Check\Hin Krva\Hin Pishwaade\Hin Mai\Hin Ka\Hin …\O https\Eng //\O t\Eng .\O co\Eng /\O 5Ozo3n9CdA\Eng ,3967,positive
821,1134745713114398721,@danishaliawan @KDSindhi Exactly. He is angry because he loves his team. Varna gussa kyun nikalta. Zahir si baat hai.,@\O danishaliawan\Hin @\O KDSindhi\Hin Exactly\Eng .\O He\Eng is\Eng angry\Eng because\Eng he\Eng loves\Eng his\Eng team\Eng .\O Varna\Hin gussa\Hin kyun\Hin nikalta\Hin .\O Zahir\Hin si\Hin baat\Hin hai\Hin .\O ,3971,positive
822,1134917553686343681,@MamataOfficial Jay shree Raam ! we belongs from Hinduism ! Nd Ram bhagvan Is our biggest god ! he inspired many le… https//t.co/4qylFAa5Jo,@\O MamataOfficial\Eng Jay\Eng shree\Hin Raam\Hin !\O we\Eng belongs\Eng from\Eng Hinduism\Eng !\O Nd\Eng Ram\Hin bhagvan\Hin Is\Hin our\Eng biggest\Eng god\Eng !\O he\Eng inspired\Eng many\Eng le\Eng …\O https\Eng //\O t\Eng .\O co\Hin /\O 4qylFAa5Jo\Hin ,3976,positive
823,1134375376702939137,RT @sushilk97432169 @RaviCha85517915 Ambedkarjine secularism shabdh constitutionmein Nahi dala tha reservation ko sirfh constitution bu…,RT\Eng @\O sushilk97432169\Eng @\O RaviCha85517915\Eng Ambedkarjine\Eng secularism\Eng shabdh\Eng constitutionmein\Eng Nahi\Hin dala\Hin tha\Eng reservation\Eng ko\Hin sirfh\Hin constitution\Eng bu\Eng …\O ,3983,neutral
824,1134857818258006017,#ChaleAana song sung by me @ArmaanMalik22 please if you have little time then watch this video. Very beautiful son… https//t.co/IYLHxpLdnd,#\O ChaleAana\Hin song\Hin sung\Eng by\Eng me\Hin @\O ArmaanMalik22\Hin please\Eng if\Eng you\Eng have\Eng little\Eng time\Eng then\Eng watch\Eng this\Eng video\Eng .\O Very\Eng beautiful\Eng son\Eng …\O https\Eng //\O t\Eng .\O co\Hin /\O IYLHxpLdnd\Hin ,3994,neutral
825,1133930234363822080,Ye BBC hai                   Ye B- BC hai https//t    co/YMehFb4Vwm,Ye\Eng BBC\Eng hai\Hin Ye\Hin B\Eng -\O BC\Eng hai\Eng https\Eng //\O t\Eng co\Hin /\O YMehFb4Vwm\Eng ,3996,neutral
826,1135012307136700416,RSS manei BJP BJP manei RSS RSS manei BJP BJP maneI AGP AGP manei BJP BJP manei AGP AGP manei AASU AASU manei AGP A… https//t.co/mUcfuBgD4p,RSS\Eng manei\Eng BJP\Eng BJP\Eng manei\Eng RSS\Eng RSS\Eng manei\Eng BJP\Eng BJP\Eng maneI\Eng AGP\Eng AGP\Eng manei\Eng BJP\Eng BJP\Eng manei\Eng AGP\Eng AGP\Eng manei\Eng AASU\Hin AASU\Hin manei\Hin AGP\Eng A\Eng …\O https\Eng //\O t\Eng .\O co\Hin /\O mUcfuBgD4p\Hin ,4018,neutral
